#otu,P1-1,P1-2,P1-3,P2-1,P2-2,P2-3,P3-1,P3-2,P3-3
195cd404e9ff661781f242a4612ebcec,0,0,7,0,0,0,0,0,0
960472de4e9fa7aebe8f8fc76b925013,0,0,7,0,0,0,0,0,0
060ad96fc28c7ca21eb296818b526557,0,0,7,0,0,0,0,0,0
9c6bc900d7c85649bbe23d371c27a46d,0,0,0,7,0,0,0,0,0
e3cdeee8ac9255db3f415bbdd63dcf31,0,0,0,7,0,0,0,0,0
244a28f66d2827db785c863068852bba,0,0,0,7,0,0,0,0,0
1456a1b3dab3e554106836dee3d26866,0,0,0,7,0,0,0,0,0
aff440a817bae68befa8357533682e38,0,0,0,0,7,0,0,0,0
860505682847b0884a6b9682250c6141,0,0,0,0,7,0,0,0,0
7ddb2491cfc850defb2d6a01241e3e87,0,0,0,0,7,0,0,0,0
b3196131e33be96c2cb8827f61f20268,0,0,0,0,7,0,0,0,0
952732605195c9a67d02d8d8450b08ba,0,0,0,0,7,0,0,0,0
b24d27748281fe48bb76bc574bb432c1,0,0,0,0,7,0,0,0,0
f23100f32a375d01d9d8e106c5db96da,0,0,0,0,0,7,0,0,0
83618e44a20fa8543ecd5f04f0f6ed30,0,0,0,0,0,7,0,0,0
1b527fb86a5ca3cc25c2011b03999999,0,0,0,0,0,0,7,0,0
ca53549b4772d172e1e1a667cf7ae98d,0,0,0,0,0,0,7,0,0
89088bf699c401492b4d38140269edbe,0,0,0,0,0,0,0,0,7
e425d528ab218475b4065e0fd13c37c0,0,0,0,0,0,0,0,0,7
9477f30211e14059d6120d119117f29f,0,0,0,0,0,0,0,0,7
d44a706743f0ba0dc458b23d7990dc4b,0,0,0,0,0,0,0,0,7
eabc6aca1ad2da38e67c48798a315c13,0,0,0,0,0,0,0,0,7
112414d0525479f3a766c6c07e8f662a,0,0,0,0,0,0,0,0,7
d3c848077d4aaca14ea3600d35da9c57,6,0,0,0,0,0,0,0,0
965c62a45b68bcabca09663c90b53b19,6,0,0,0,0,0,0,0,0
707f7ab53d870d47d99c32c708d09fa1,6,0,3,3,0,0,0,0,0
adc229b492ececbbeb4ce4809391eb6c,0,6,0,0,0,0,0,0,0
e71e9c914929466a3aa8ed0a6261a99c,0,6,0,0,0,0,0,0,0
0bfde985984c4ab4981480bf988d0f8b,0,6,0,0,0,0,0,0,0
8fa42b395cf6e9158fbe47fba6f49c69,0,6,0,0,0,0,0,0,0
b588e12fe7d89bb1e8f6f55bf75868b6,0,6,0,0,0,0,0,0,0
48b4347cfaeff6ee086f65fa7a0713a0,0,6,0,0,0,0,0,0,0
72debe37ce2891c540749ef51039176d,0,6,0,0,0,0,0,0,0
8818eff8e00be602531b43a7a88ada70,0,6,0,0,0,0,0,0,0
61a18d846005e2e935dbdc21a8859dbe,0,6,0,0,0,0,0,0,0
d1c3d0cc942a6cfc7b868530245a5795,0,6,0,0,0,0,0,0,0
46544ee311676c02eaa3e4483080012b,0,6,0,0,0,0,0,0,0
84d5527014ab88a7508d414b452cd5b9,0,0,6,0,0,0,0,0,0
9337ec225264701e0c92395079f40a0b,0,0,6,0,0,0,0,0,0
0f365659df2a64cc36e8417305dce7be,0,0,6,0,0,0,0,0,0
b6b4511968e2b59423e514bd330eeb67,0,0,6,0,0,0,0,0,0
a878b3f64a89039e1ff3918989667db7,0,0,6,0,0,0,0,0,0
357300dd2f1ef3f3b2d1a19cb11dd7d7,0,0,6,0,0,0,0,0,0
2924b60a9b19313acd7c18dc31fc52cc,0,0,6,0,0,0,0,0,0
d42ee91799593d215b405b806bc2377d,0,0,6,0,0,0,0,0,0
a1f05c96e9a9dcc6c8cd5861c1350e6f,0,0,6,0,0,0,0,0,0
69285f2f51628549cf108332928519d4,0,0,6,0,0,0,0,0,0
cb383e00e146771505768e7b0896d29d,0,0,6,0,0,0,0,0,0
488772cdfc3244ca94b278e03f2eb68d,0,0,6,0,0,0,0,0,0
79e7c0b9734586683e6c2a1fbe6a2f32,0,0,6,0,0,0,0,0,0
2c1a1be5c713c16bbd6492d1fbe2ce30,0,0,6,0,0,0,0,0,0
311af84542c6feab2e67cad5b890a08c,0,0,6,0,0,0,0,0,0
e41e27a236b730842e00c165f3e63497,0,0,6,0,0,0,0,0,0
dd6af245ec01b5f5b34221929070a216,0,0,6,0,0,0,0,0,0
caffbf04bca612e0f84b1c22185f413b,0,0,6,0,0,0,0,0,0
21619c43ac7571fd81c0b0459effb720,0,0,0,6,0,0,0,0,0
74204dfd47e4c85c62ec2be10121e71d,0,0,0,6,0,0,0,0,0
60db67de435a3c3863a8fcd18683733d,0,0,0,0,6,0,0,0,0
d8506b9724c70d2b9c67e34a1bf170b6,0,0,0,0,6,0,0,0,0
6f5fe7f87d628deef73eacd4e35ff698,0,0,0,0,6,0,0,0,0
325037295bcf3eb37128f506a37b677b,0,0,0,0,6,0,0,0,0
904625e6e74827888ccb61602f9bac28,0,0,0,0,6,0,0,0,0
0698768bc74b0c91ca1c9939572e7557,0,0,0,0,6,0,0,0,0
d0619a31b050297f62669e48d0f6f5e9,0,0,0,0,6,0,0,0,0
3d233b6d8ab155bceb481980c9b2694a,0,0,0,0,6,0,0,0,0
015ae25239a5bca69ee728da14aad7a0,0,0,0,0,0,6,0,0,0
47063752d84a1af6e611d5f340969c3d,0,0,0,0,0,0,6,0,0
94ff522021b213cc52e9402ca08dd95f,0,0,0,0,0,0,6,0,0
2ae50ae41a6755c531d9bf8a6a41d2e8,0,0,0,0,0,0,6,0,0
bc12fd27a156e1e254853e62a2558b9c,0,0,0,0,0,0,6,0,0
44e2483796a2bfb703dc53737479ade0,0,0,0,0,0,0,0,6,0
172de866b9ac4389385a28275306095d,0,0,0,0,0,0,0,6,0
b656ad739f733252ca96af1520023f83,0,0,0,0,0,0,0,6,0
2eb7bfc53d68f178677754fac5aed9cb,0,0,0,0,0,0,0,0,6
99ed2e50a015207bc7ed142a2796f7e7,0,0,0,0,0,0,0,0,6
c50602fc008e3242c832e84afbdcb747,0,0,0,0,0,0,0,0,6
f647cc5cd861702586b8481fe23093a6,0,0,0,0,0,0,0,0,6
61b351a5388e765af5cb8c5f1068afad,5,0,0,0,0,0,0,0,0
a115ec6d82022c8f2903c95b346ccb73,5,0,0,0,0,0,0,0,0
79f117773adf503aa38a970e7c282c91,5,0,0,0,0,5,0,0,0
7243077c4c2f901929e56a80c46d9b3e,5,0,0,0,0,0,0,0,0
21889d626f0be589b824b53e03372cfb,5,0,0,0,0,0,0,0,0
ca0b4a9c79e436d25f42fbc890e675be,0,5,0,0,0,0,0,0,0
634504505223c2231c971488d7d6684d,0,5,0,0,0,0,0,0,0
60edc25f6a471be3ed54bc19922caf8f,0,5,0,0,0,0,0,0,0
37b60d9893b47fe5d64caf61febdb54a,0,5,0,0,0,0,0,0,0
21841caa57f559638f6c8020a594d0a3,0,5,0,0,0,0,0,0,0
1e67fefd71f042847ababf9de11d4f03,0,5,0,0,0,0,0,0,0
e3cf60167993f3c1d723efc403851da0,0,5,0,0,0,0,0,0,0
7d46ee75aa072e370f72decc0b2bf6f6,0,5,0,0,0,0,0,0,0
2a843d49813340fdf29d75f844c7bb02,0,5,0,0,0,0,0,0,0
94b3f260bed8b4d369a99c33ee9ec33f,0,5,0,0,0,0,0,0,0
73b8071886bae01ec39f928659aa15a2,0,5,0,0,0,0,0,0,0
9c9491f8387beab42efe53a91251852d,0,5,0,0,0,0,0,0,0
888f25b52930f41cebe177bdb28a9557,0,0,5,0,0,0,0,0,0
441b3b55b047968b6d0e33be4da73457,0,0,5,0,0,0,0,0,0
a8559e680bce983c09c01a88c8ecb6cd,0,0,5,0,0,0,0,0,0
877c9186797e8e8b1625f3d91cded670,0,0,5,0,0,0,0,0,0
c66269bacb297f72962f18109fc046ca,0,0,5,0,0,0,0,0,0
3dae200d037f3f185aa1488b85b3b51e,0,0,5,0,0,0,0,0,0
ab2beafaa27ccd00c08cdc3305ecf9bc,0,0,5,0,0,0,0,0,0
4a3775c552eed186a1ef94c6a2b3d4ff,0,0,5,0,0,0,0,0,0
7299debfc09657e4cb5994eb6c7d436c,0,0,5,0,0,0,0,0,0
953c347eb12739247cdeccee0efb58da,0,0,5,0,0,0,0,0,0
c89bc3f575bbdd9ecc4294bbd77c8fa8,0,0,5,0,0,0,0,0,0
5e38036dcd071532871dfb8eb62067c2,0,0,0,5,0,0,0,0,0
677394341cbdf27f639166c37dbb51b5,0,0,0,5,0,0,0,0,0
891f7d05af27ebc4599bdd115466bdfd,0,0,0,5,0,0,0,0,0
2ed4459d048e5a787ba315492f70a0e9,0,0,0,5,0,0,0,0,0
797ba1b76d67f8b0eeabaea247906955,0,0,0,5,0,0,0,0,0
b3ec99f4526316a27e3e825f7a8c1ade,0,0,0,5,0,0,0,0,0
d8abc863db5fb19ac6b97743aa20d57e,0,0,0,0,5,0,0,0,0
ab312c8a0a83f34f98e7034808b6b586,0,0,0,0,5,0,0,0,0
e466b23d52800fff39c0bb180a9aeafa,0,0,0,0,5,0,0,0,0
d86a39652d913b360ee58c372d7c304d,0,0,0,0,5,0,0,0,0
22a2b5ca4fa259c295f1fd7125bc3620,0,0,0,0,5,0,0,0,0
389d7bab71488f84b8ed68a606f29357,0,0,0,0,5,0,0,0,0
46c2b3b38d102971dcd314f298f4fe2a,0,0,0,0,5,0,0,0,0
5bd983e7c4e23d945e7b587e01270be9,0,2,0,0,0,0,5,0,0
e8595ce411b860eb434a0a124970df81,0,0,0,0,0,0,5,0,0
b5ede6981a327110130f5c3dc32adc54,0,0,0,0,0,0,5,0,0
d25af52bc994cbb5a356ea39cc74482b,0,0,0,0,0,0,0,5,0
ad0dc30c713d39973961292af1eda9da,0,0,0,0,0,0,0,5,0
d0e34730a3f6850dcfce85cff6c71cec,0,0,0,0,0,0,0,0,5
93d902bf1e3dadb4d93c24f4d6c96aa7,0,0,0,0,0,0,0,0,5
8c13615d5d239a00989ff27ee3e34215,4,0,0,0,0,0,0,0,0
f490d915d3a1d12ad124d9d551a8ba2d,4,0,0,0,0,0,0,0,0
6fce581f5408a48b4bb103a6d1433ca1,4,0,0,0,0,0,0,0,0
8890d2e33142a778b0891600ac8f2d03,4,0,0,0,0,0,0,0,0
b3fc43e25695e0865a8ea4e796f80d30,4,0,0,0,0,0,0,0,0
a2de2921894ddfca3856e7dcae467652,4,0,0,0,0,0,0,0,0
2592589655dd4eb14a99db9529d8cfe5,0,4,0,0,0,0,0,0,0
8679bf7b5caffce19b9eece7b97662c5,0,4,0,0,0,0,0,0,0
f3172fef627872b51c9a4291fa37d056,0,4,0,0,0,0,0,0,0
f822dd72892ee6031fd848208591dbb3,0,4,0,0,0,0,0,0,0
3d806d93df82169e96778ae62fca8188,0,4,0,0,0,0,0,0,0
7ba2f99b6e5d0c598c7c5ee572e04fe3,0,4,0,0,0,0,0,0,0
84f7e3d92d72153380277cfe313c522a,0,4,0,0,0,0,0,0,0
81cf3abd82c2000cd82a9c80b4695626,0,4,0,0,0,0,0,0,0
c6788d6b5de8822374fb156cdb63d3bc,0,4,0,0,0,0,0,0,0
f960586a8e2e2e476fcd8c0288d2a34b,0,4,0,0,0,0,0,0,0
06fac800ded50a0238e33567995c59ac,0,4,0,0,0,0,0,0,0
f705ad1a3c2dd63a93c8046647d42d72,0,4,0,0,0,0,0,0,0
1bb0294f4f4f41fcb7a5fd13e02dcfe0,0,0,4,0,0,0,0,0,0
7245d2c65fdf66a885375b8f25d45e93,0,0,4,2,0,0,0,0,0
5b0edbaee5dfbda9d31bed7d51b0984d,0,0,4,0,0,0,0,0,0
5beb9eec2ce5a5395a8922e0378e0d4e,0,0,4,0,0,0,0,0,0
77e42bcd95fb46338153c1effe5e540e,0,0,4,0,0,0,0,0,0
b86e612866813c2f1c8955534ebade41,0,0,4,0,0,0,0,0,0
90b79f3914edcfdbc333d72325598b98,0,0,4,0,0,0,0,0,0
0f04b31dfd382530462c355053b22aea,0,0,4,0,3,0,0,0,0
39939da16ec107cfcd200ad6d72cf41e,0,0,4,0,0,0,0,0,0
04016e07a68c2795a037d6df6bb4eb76,0,0,4,0,0,0,0,0,0
3c2212d7d2709f23d38350c5dcd49047,0,0,4,0,0,0,0,0,0
651507311dd51a0badbdee470dade4c7,0,0,4,0,0,0,0,0,0
49810ea80bc232a71eefc64a8f7dc563,0,0,4,0,0,0,0,0,0
e588d14f038cf008c455a4a25628086c,0,0,4,0,0,0,0,0,0
98e864c128515d39ae7326c21083b923,0,0,4,0,0,0,0,0,0
bda391affeaedd0538d27cc0384ff29e,0,0,4,0,0,0,0,0,0
3e7d95c7ec7d581de319e4d26e35b113,0,0,0,4,0,0,0,0,0
8d0581494bf4ca0b5e700c9f28afd8e0,0,0,0,4,0,0,0,0,0
e65dff7c80dc5a26ecaac89322d2e31a,0,0,0,4,0,0,0,0,0
05c851ebbd91617e30d49b0e5fc042dd,0,0,0,4,0,0,0,0,0
af61aaf84e61952d80cab2656931eac3,0,0,0,4,0,0,0,0,0
0b6e759d975f73ed2cc1497f8757164c,0,0,0,4,0,0,0,0,0
efddf61a2fa10c682ba47716df4e361d,0,0,0,4,0,0,0,0,0
9ca9f34f5e7b0e618d62ab768d81b4e3,0,0,0,4,0,0,0,0,0
0af323cb17bf463f98ad839fbf770a48,0,0,0,4,0,0,0,0,0
f87460773b8c4db062058e60de74b70f,0,0,0,0,4,0,0,0,0
8c6c25a102e63ca18c26012089bb7620,0,0,0,0,4,0,0,0,0
98f9f93eca3ec3c8012e3827e20b9455,0,0,0,0,4,0,0,0,0
00a5ab3879bda4420dfa95b0425da494,0,0,0,0,4,0,0,0,0
62dfb68f5e1514198a93844fde57cf8e,0,0,0,0,4,0,0,0,0
d2050a685e2e8d91aba41c508886d876,0,0,0,0,0,0,4,0,0
4e4ccaa5919cf5feff3d646b1d71fe8f,0,0,0,0,0,0,4,0,0
d9f2945136f81211d231d12a5b0c6102,0,0,0,0,0,0,4,0,0
ee603630aa3ae696de5242468a5b1524,0,0,0,0,0,0,4,0,0
28d0fdf308c5e0b8d21e4b22c90589db,0,0,0,0,0,0,4,0,0
ae16f6b60e5e889cd520aa3b62c0dd1e,0,0,0,0,0,0,0,4,0
034682fbe10b71330643151f8e64fff8,0,0,0,0,0,0,0,4,0
88eb45514a1fc7965e8e65e9734a8719,0,0,0,0,0,0,0,4,0
7156955c5e317fa7fac7042872dec185,0,0,0,0,0,0,0,4,0
7b816cdb2ac6198a561b3250d8e63f50,0,0,0,0,0,0,0,0,4
cf09f56ff8f849e950b0d94dbf346c90,0,0,0,0,0,0,0,0,4
b049111b2f993d4f4471624db9db0b00,0,0,0,0,0,0,0,0,4
74a9bc8a7bf101ea30c66f6f69a66497,0,0,0,0,0,0,0,0,4
0c18edd1057c57ee19853fd0e3945154,0,0,0,0,0,0,0,0,4
d0bfa0fabda6c77dc53e50a9a290b9af,0,0,0,0,0,0,0,0,4
96d64db2207a93b402af746fc908172f,0,0,0,0,0,0,0,0,4
c1709c693a14232c8350137866b3d946,0,0,0,0,0,0,0,0,4
fcb4cdd91e40d5a3520217ddeba53fb1,3,0,0,0,0,0,0,0,0
185afa5df1a8324767f8bfdebe75a177,3,0,0,0,0,0,0,0,0
797c0b2efedcc50ebd27580eb35885ec,3,0,0,0,0,0,0,0,0
18074bda6d50128c88b4f9eca60e5af3,3,0,0,0,0,0,0,0,0
1c25faff9be13a4836e365facbad9562,3,0,0,0,0,0,0,0,0
263effc26221fcc84db331b1174378b8,3,0,0,0,0,0,0,0,0
03334b50d4b6844bebb68a6bb17fdd66,3,0,0,0,0,0,0,0,0
6f0cc5e861cfcd7a56819f119aaa1310,3,0,0,0,0,0,0,0,0
e1baa6f6927808b4ed7975a56137bd4b,3,0,0,0,0,0,0,0,0
e29a062bfdb1e0458f6a7adea4a991cc,3,0,0,0,0,0,0,0,0
155300a4f09e9fd410197157a1f17642,0,3,0,0,0,0,0,0,0
99494ea52aaefd5f911ab9dd84b2df12,0,3,0,0,0,0,0,0,0
e53a11d9f4b7f9cf987d58ded85c1f64,0,3,0,0,0,0,0,0,0
dacc33ed096e9c18f35d337018bfc3cb,0,3,0,0,0,0,0,0,0
3508e3c215d5e5936d071ba7cf70218e,0,3,0,0,0,0,0,0,0
1e174b31ffc62518b08452e83dc90694,0,3,0,0,0,0,0,0,0
c356b29d90433c20df55fdca3a8b5c3d,0,3,0,0,0,0,0,0,0
df6fc09b520ccf58c6a5ce0fd5495539,0,3,0,0,0,0,0,0,0
6e23a618e50f7cba394907f510b01c97,0,3,0,0,0,0,0,0,0
49d1700169f2e4a9cd726c26d54452af,0,3,0,0,0,0,0,0,0
3a3ade53b2dde4af865087e84df0005f,0,3,0,0,0,0,0,0,0
b0f107eacb1e39e01073199baea27a69,0,3,0,0,0,0,0,0,0
cfefbb2dcda36a12c010c21701fc790c,0,3,0,0,0,0,0,0,0
2cc411f5570f812bc7e1d4f40b91d36f,0,3,0,0,0,0,0,0,0
8009f8b78cca829775ace45b63223426,0,3,0,0,0,0,0,0,0
cc823494d5484fcf3dffaa3e386b30c1,0,3,0,0,0,0,0,0,0
d1db2adbb1277710a3d6c07814657c40,0,3,0,0,0,0,0,0,0
67b96c709ecb22359325a9ba7b84c34c,0,3,0,0,0,0,0,0,0
1051765d8eea8a6a15dc9ce8ee2e4ab9,0,3,0,0,0,0,0,0,0
0e52931edff44fa6a0df5b70e6fb606b,0,3,0,0,0,0,0,0,0
06a1b9774b7df37b3ac6fd41492a472a,0,3,0,0,0,0,0,0,0
5ef7a14ec6783bf4f3fb0ce5cb3da23d,0,3,0,0,0,0,0,0,0
e7e6d256588b9553c8532c14064cd5de,0,3,0,0,0,0,0,0,0
887f83af1179047351183adfb60cdc6e,0,3,0,0,0,0,0,0,0
0f5ca7b850c8eab6f16ae041925b8b7a,0,3,0,0,0,0,0,0,0
b5f2dc6cca61c7156a101dbd46bc44db,0,3,0,0,0,0,0,0,0
65652afedcd72b5846cc925a0dbd198c,0,3,0,0,0,0,0,0,0
c6377b25884bfc8a8641f1c9aec14c3f,0,3,0,0,0,0,0,0,0
81846353eb21ed3f5b77df0d4cbdb29f,0,3,0,0,0,0,0,0,0
3e90692a5bfbf891dd3a87f4f15e102c,0,3,0,0,0,0,0,0,0
7cfc42a0b30286423516accb26c39e84,0,3,0,0,0,0,0,0,0
e2b47fad74ae9f430ce1c67adc8c2783,0,3,0,0,0,0,0,0,0
3d287e30a13555cb4d34bc3d67ac4709,0,3,0,0,0,0,0,0,0
6846c1f69f202643eea51941eab9ee3b,0,0,3,0,0,0,0,0,0
7405eea0c5956c1aa65f06cc4116141b,0,0,3,0,0,0,0,0,0
b48aa2968477f453135865651445d829,0,0,3,0,0,0,0,0,0
8458fa66b62d6930c630002600660af0,0,0,3,0,0,0,0,0,0
d9c9dccd1c44efc1dea542be186f4935,0,0,3,0,0,0,0,0,0
9549aae67f4c30e46f5a428ba1c7f258,0,0,3,0,0,0,0,0,0
73814cd989164c062524617e2941121d,0,0,3,0,0,0,0,0,0
9db0e73af755b31b6bf1da4b82da61b2,0,0,3,0,0,0,0,0,0
28e8f372e42355e2f2429c55d2756d2e,0,0,3,0,0,0,0,0,0
be71236c8ca2038bbecafa845b966910,0,0,3,0,0,0,0,0,0
5df59e4bf96793bec4a3760abef919bf,0,0,3,0,0,0,0,0,0
9835496b985a359481ab24ae8dbac081,0,0,3,0,0,0,0,0,0
6b875f3b9cccfa199ef20f6e8a811efc,0,0,3,0,0,0,0,0,0
5d5da0f181a19722e3922d7999935b49,0,0,3,0,0,0,0,0,0
1a1d39050db6e2ffd3653e8eb8e36649,0,0,3,0,0,0,0,0,0
de320b594c6bcf745918da4a610f077c,0,0,3,0,0,0,0,0,0
2acbe771edef77f5a6d3603c1a824e23,0,0,3,0,0,0,0,0,0
d8412fa53b83b69f1028bf2d706125df,0,0,3,0,0,0,0,0,0
bf47c80252c129ad1b6f2179d567b174,0,0,3,0,0,0,0,0,0
9df00835be2074d45559b71019e25903,0,0,3,0,0,0,0,0,0
ba469d14458843d43db3cf8321767798,0,0,3,0,0,0,0,0,0
e037835d3f703cc18ab079a44c1961a8,0,0,3,0,0,0,0,0,0
a2864a169c7a74b8da0871e6278c07e6,0,0,0,3,0,0,0,0,0
2471d6557de93a450e6e2a43b163699a,0,0,0,3,3,0,0,0,0
9a1a125085cd0167dc3560152a057987,0,0,0,3,0,0,0,0,0
0ea13f6c4436fe905bab562a5c557781,0,0,0,3,0,0,0,0,0
187ad41a451538a59fd8b768c5b4b021,0,0,0,3,0,0,0,0,0
3a15a15001cf1c2e4421525ea2a7fa31,0,0,0,3,0,0,0,0,0
b381d8e8fe8a44e5517b4aeb040770fe,0,0,0,3,0,0,0,0,0
13b98e32e530c38cdf399c87fce08ea7,0,0,0,3,0,0,0,0,0
5507f9e732d3b6a134bac94ff1e4b8a0,0,0,0,3,0,0,0,0,0
18cb902d7a6831cbc2da75552a0665f9,0,0,0,0,3,0,0,0,0
42b0a4e63f0216aa505fe96a3a78afcc,0,0,0,0,3,0,0,0,0
a1a18ffe5719a78ad2c0df48659b64a6,0,0,0,0,3,0,0,0,0
99b7cbdd86db2a95495608eff0ebf020,0,0,0,0,3,0,0,0,0
04777c2dde09647cd6bd36ccd200b856,0,0,0,0,3,0,0,0,0
1ca12e7e2dcc4023960cfc815a47db65,0,0,0,0,3,0,0,0,0
450d97983035e110f302732e007eb6f2,0,0,0,0,0,3,0,0,0
207d0e202bebf52dd1ad2efabccc2197,0,0,0,0,0,0,3,0,0
8038c7a13aa0b97dab28d4c7bfd8ede6,0,0,0,0,0,0,3,0,0
63df3245b21422b568e286ac0549722e,0,0,0,0,0,0,3,0,0
88812c01395fab59ddbb41a0a5778d62,0,0,0,0,0,0,3,0,0
f494a97b2fbaff5c2b66fc7609435457,0,0,0,0,0,0,3,0,0
731b11a94d84ef47a9afc59fe304c462,0,0,0,0,0,0,0,3,0
e0ddd6e1642af7a01f0482755982570d,0,0,0,0,0,0,0,0,3
e9a61417ef2f4bf19c010d0854aa534f,0,0,0,0,0,0,0,0,3
a028aae7b07f5df06a8cf36d5db2f73a,0,0,0,0,0,0,0,0,3
9c28446f365014aeba95751c3889123c,0,0,0,0,0,0,0,0,3
0fb4c58b4ba90c61bc3bc52ced36e9f3,0,0,0,0,0,0,0,0,3
27fd0fe869e71006ce7da5f9fa3de39e,0,0,0,0,0,0,0,0,3
496943efb44e5e54e50c396fbb666f3b,0,0,0,0,0,0,0,0,3
24ac0f14ad489c711b9853ea84726a3d,0,0,0,0,0,0,0,0,3
b8f6daf0e1807cfd829b9ff715cf155b,0,0,0,0,0,0,0,0,3
934e446c3c980cf7ae9625c2ffc79140,0,0,0,0,0,0,0,0,3
09e66d1672d47ac22dd953d80947ab89,0,0,0,0,0,0,0,0,3
125aec830009c2989c4e47dd89159049,0,0,0,0,0,0,0,0,3
48115402ead50506e111a65750fee222,0,0,0,0,0,0,0,0,3
8bee45969c6a954b46cdcce9e2a651d6,0,0,0,0,0,0,0,0,3
a5a83b84dcb2a85abb986095a4821d1d,2,0,0,0,0,0,0,0,0
305c297f19726317840207d207c3a011,2,0,0,0,0,0,0,0,0
4a5efe94b04cbae05dfa08b86aeb5b7f,2,0,0,0,0,0,0,0,0
4755554224305be2d100fcf3ce216625,2,0,0,0,0,0,0,0,0
36bfcf27f21ad6fd92c1c9e441ed2232,2,0,0,0,0,0,0,0,0
a2578d09bad95decafe4703bad0d4cf9,2,0,0,0,0,0,0,0,0
14567bb4a13a35c881b597f25dad9792,2,0,0,0,0,0,0,0,0
01273f7c7fa2f451c15f00bafb35c2e6,2,0,0,0,0,0,0,0,0
b2124814d9416b0095ec73a71da16a8d,2,0,0,0,0,0,0,0,0
02008307d30369fef626f30f89deada1,2,0,0,0,0,0,0,0,0
bb19055c1d587a10cc8b013f597eb209,2,0,0,0,0,0,0,0,0
8d4e2a8248434e954667ab6b4ae883ff,2,0,0,0,0,0,0,0,0
5a97c16bd08c107d574f36a76c1d628f,2,0,0,0,0,0,0,0,0
59fad43110f9a6b2b8ec070be1311578,2,0,0,0,0,0,0,0,0
254ad434bb2abc71eaa53939533650eb,2,0,0,0,0,0,0,0,0
4f500fa75db99eb598deaa37d974780b,2,0,0,0,0,0,0,0,0
49acb121a70083d399e09261c67c0674,2,0,0,0,0,0,0,0,0
5b9a958300b0e6ab90689fc76f476574,0,2,0,0,0,0,0,0,0
9734502e9a1df6d906f594da8e6de2f9,0,2,0,0,0,0,0,0,0
3ec67130fb2db5ed0536f24cc3001142,0,2,0,0,0,0,0,0,0
579e8b4abdd99e35ca7a776f4ffc2d7b,0,2,0,0,0,0,0,0,0
a361321b74d130aafb95c61bcbddf935,0,2,0,0,0,0,0,0,0
51dbc547c6dbc39ff1a49dd1a81298de,0,2,0,0,0,0,0,0,0
1e7d3cb1309e362799989ce3dc9e714d,0,2,0,0,0,0,0,0,0
595c14b2f014740a1aebf61f88b2655b,0,2,0,0,0,0,0,0,0
7bd5617470cc7a09a36cf2ede5abf27a,0,2,0,0,0,0,0,0,0
aa00ff9a730a7651a6de47959632cc25,0,2,0,0,0,0,0,0,0
5b9085b6c7a30d1ad4a5b5503bb02018,0,2,0,0,0,0,0,0,0
5295dc32cbe05a17370cdb5cc99159fa,0,2,0,0,0,0,0,0,0
38437630e9c335c3f762f27aa838732b,0,2,0,0,0,0,0,0,0
b337decebe1e131016f5ff39df4764ab,0,2,0,0,0,0,0,0,0
21fe2546cc02d81e5470fd32c5b54dfc,0,2,0,0,0,0,0,0,0
2d6b94efd35283b591f54a2efb2a86a9,0,2,0,0,0,0,0,0,0
93f3aa523d717eb2d928de5db78e44bb,0,2,0,0,0,0,0,0,0
ebd631e9919f7bc732447e3f86f339c5,0,2,0,0,0,0,0,0,0
b6da1452b5405915dbf869cbf335f703,0,2,0,0,0,0,0,0,0
56bb50932c6361b37a0d2421da2ef5b9,0,2,0,0,0,0,0,0,0
8b539e52166164a9d4e6db079a8092e4,0,2,0,0,0,0,0,0,0
e4596e3ccbb0b13491589ef881a76085,0,2,0,0,0,0,0,0,0
91593f5886fa3600a8c2541159297f36,0,2,0,0,0,0,0,0,0
14c758c73520192523f8cda7c406e541,0,2,0,0,0,0,0,0,0
467b1ac964f84b686c2ca776fb1178c8,0,2,0,0,0,0,0,0,0
7245976c0fa743a198921445ae110444,0,2,0,0,0,0,0,0,0
6dbbe00d6167f946a75b0c63f20d3256,0,2,0,0,0,0,0,0,0
e4fdfa4998c4c18901578b8e36b6eaca,0,2,0,0,0,0,0,0,0
a075a1b3c3b668fd6e9bf02e0f8b828a,0,2,0,0,0,0,0,0,0
1c94273b158d9b608217f628490d3e2b,0,2,0,0,0,0,0,0,0
74e97b26793dbcd749c22961ac687a8a,0,2,0,0,0,0,0,0,0
be8e1758baf53231092e8e0c7db00ed0,0,2,0,0,0,0,0,0,0
8e5ba40f4cceb9036b6b9bdfc5a4cc48,0,2,0,0,0,0,0,0,0
c3535976f2ff9836b9a2e2968567d5df,0,2,0,0,0,0,0,0,0
f17336265522cb49706461cdb64e716c,0,2,0,0,0,0,0,0,0
6f5fa1bed4b10fad728785ec0511386b,0,2,0,0,0,0,0,0,0
327e9ab0326696119b51e34097267459,0,0,2,0,0,0,0,0,0
df26268b748ca782f7e109aa9974ac09,0,0,2,0,0,0,0,0,0
5dd4686639e256990547667775d19289,0,0,2,0,0,0,0,0,0
d3a43902fe2dea2b1fd8b752bf838569,0,0,2,0,0,0,0,0,0
1378fd85408678040edcd33f865ae27a,0,0,2,0,0,0,0,0,0
95e28ccd9019eac0b3883f6542ce1f83,0,0,2,0,0,0,0,0,0
ec7d2cb59237d4141f3c1b5a7d3250b2,0,0,2,0,0,0,0,0,0
bbccc67608018c3c615f5d23a3dc5468,0,0,2,0,0,0,0,0,0
